classname,youtube_id,subset,start,end,label
Grooming horse,UGjzk4pSSbc,training,5.5,7.5,1
Grooming horse,UGjzk4pSSbc,training,10.5,12.5,1
Grooming horse,mvYDJZ9Rs_A,training,19.5,21.5,-1
Grooming horse,mvYDJZ9Rs_A,training,51.5,53.5,-1
Grooming horse,mvYDJZ9Rs_A,training,9.0,11.0,-1
Grooming horse,mvYDJZ9Rs_A,training,34.5,36.5,-1
Grooming horse,a0hwgZx_4bw,training,95.5,97.5,-1
Grooming horse,a0hwgZx_4bw,training,78.0,80.0,-1
Grooming horse,a0hwgZx_4bw,training,50.0,52.0,1
Grooming horse,a0hwgZx_4bw,training,16.0,18.0,-1
Grooming horse,3dDDA33Gotc,training,21.5,23.5,-1
Grooming horse,3dDDA33Gotc,training,34.5,36.5,-1
Grooming horse,3dDDA33Gotc,training,93.0,95.0,1
Grooming horse,3dDDA33Gotc,training,177.0,179.0,1
Grooming horse,4M9PXAZlvVs,training,13.0,15.0,1
Grooming horse,4M9PXAZlvVs,training,8.5,10.5,1
Grooming horse,4M9PXAZlvVs,training,15.0,17.0,1
Grooming horse,4M9PXAZlvVs,training,4.0,6.0,1
Grooming horse,GBnCIoab3do,training,25.0,27.0,-1
Grooming horse,GBnCIoab3do,training,45.0,47.0,-1
Grooming horse,GBnCIoab3do,training,6.0,8.0,-1
Grooming horse,GBnCIoab3do,training,35.0,37.0,-1
Grooming horse,uShyXCQVbVo,training,18.5,20.5,-1
Grooming horse,uShyXCQVbVo,training,37.0,39.0,-1
Grooming horse,uShyXCQVbVo,training,57.0,59.0,-1
Grooming horse,uShyXCQVbVo,training,28.0,30.0,-1
Grooming horse,ef0WVeqOIXM,training,19.5,21.5,-1
Grooming horse,ef0WVeqOIXM,training,114.0,116.0,-1
Grooming horse,ef0WVeqOIXM,training,16.5,18.5,-1
Grooming horse,ef0WVeqOIXM,training,40.5,42.5,-1
Grooming horse,THA2XGQYrE4,training,165.5,167.5,-1
Grooming horse,THA2XGQYrE4,training,7.5,9.5,-1
Grooming horse,THA2XGQYrE4,training,11.0,13.0,-1
Grooming horse,THA2XGQYrE4,training,125.0,127.0,-1
Grooming horse,bYMtYcSxOE0,training,31.5,33.5,1
Grooming horse,bYMtYcSxOE0,training,45.5,47.5,1
Grooming horse,bYMtYcSxOE0,training,27.5,29.5,1
Grooming horse,bYMtYcSxOE0,training,38.5,40.5,1
Grooming horse,kXu9jiDBfJE,training,44.0,46.0,-1
Grooming horse,kXu9jiDBfJE,training,56.0,58.0,-1
Grooming horse,kXu9jiDBfJE,training,136.5,138.5,-1
Grooming horse,kXu9jiDBfJE,training,60.0,62.0,-1
Grooming horse,yRg__yTyffg,training,68.0,70.0,-1
Grooming horse,yRg__yTyffg,training,77.0,79.0,1
Grooming horse,yRg__yTyffg,training,52.5,54.5,-1
Grooming horse,yRg__yTyffg,training,6.5,8.5,-1
Grooming horse,hb1y-zWGTik,training,77.0,79.0,-1
Grooming horse,hb1y-zWGTik,training,4.5,6.5,-1
Grooming horse,hb1y-zWGTik,training,20.0,22.0,-1
Grooming horse,hb1y-zWGTik,training,46.0,48.0,-1
Grooming horse,NM4MPijX9iY,training,39.0,41.0,-1
Grooming horse,NM4MPijX9iY,training,111.0,113.0,-1
Grooming horse,NM4MPijX9iY,training,29.0,31.0,-1
Grooming horse,NM4MPijX9iY,training,82.0,84.0,-1
Grooming horse,ji1EFEimiHA,training,12.5,14.5,1
Grooming horse,ji1EFEimiHA,training,88.0,90.0,1
Grooming horse,ji1EFEimiHA,training,99.5,101.5,-1
Grooming horse,ji1EFEimiHA,training,62.5,64.5,-1
Grooming horse,eVvfJxt7yo4,training,24.0,26.0,-1
Grooming horse,eVvfJxt7yo4,training,3.5,5.5,-1
Grooming horse,eVvfJxt7yo4,training,70.5,72.5,1
Grooming horse,eVvfJxt7yo4,training,75.5,77.5,1
Grooming horse,iTdqa9crjrI,training,129.5,131.5,1
Grooming horse,iTdqa9crjrI,training,94.5,96.5,1
Grooming horse,iTdqa9crjrI,training,113.5,115.5,1
Grooming horse,iTdqa9crjrI,training,37.0,39.0,1
Grooming horse,vyLwfW_vOcc,training,19.5,21.5,-1
Grooming horse,vyLwfW_vOcc,training,11.0,13.0,-1
Grooming horse,vyLwfW_vOcc,training,1.5,3.5,-1
Grooming horse,vyLwfW_vOcc,training,4.5,6.5,-1
Grooming horse,2aQ57Y8w134,training,21.0,23.0,-1
Grooming horse,2aQ57Y8w134,training,8.5,10.5,-1
Grooming horse,2aQ57Y8w134,training,30.5,32.5,-1
Grooming horse,2aQ57Y8w134,training,16.0,18.0,-1
Grooming horse,A3K1ZWSBWhk,training,39.5,41.5,-1
Grooming horse,A3K1ZWSBWhk,training,60.5,62.5,-1
Grooming horse,A3K1ZWSBWhk,training,20.0,22.0,1
Grooming horse,A3K1ZWSBWhk,training,66.5,68.5,-1
Grooming horse,3pxcl6RLKso,training,6.0,8.0,-1
Grooming horse,3pxcl6RLKso,training,25.5,27.5,-1
Grooming horse,3pxcl6RLKso,training,44.5,46.5,1
Grooming horse,3pxcl6RLKso,training,50.5,52.5,-1
Grooming horse,wMPwoOoTUCo,training,95.0,97.0,1
Grooming horse,wMPwoOoTUCo,training,92.0,94.0,1
Grooming horse,wMPwoOoTUCo,training,146.0,148.0,-1
Grooming horse,wMPwoOoTUCo,training,80.5,82.5,1
Grooming horse,a52KPTWXna0,training,85.0,87.0,-1
Grooming horse,a52KPTWXna0,training,50.0,52.0,-1
Grooming horse,a52KPTWXna0,training,113.5,115.5,-1
Grooming horse,a52KPTWXna0,training,27.0,29.0,-1
Grooming horse,G1_SbnKXDBM,training,180.5,182.5,-1
Grooming horse,G1_SbnKXDBM,training,123.0,125.0,1
Grooming horse,G1_SbnKXDBM,training,18.0,20.0,1
Grooming horse,G1_SbnKXDBM,training,1.0,3.0,1
Grooming horse,CkR2jl_LI3w,training,80.0,82.0,-1
Grooming horse,CkR2jl_LI3w,training,76.0,78.0,-1
Grooming horse,CkR2jl_LI3w,training,62.0,64.0,-1
Grooming horse,CkR2jl_LI3w,training,57.0,59.0,-1
Grooming horse,SxzdZ6-bBwo,training,75.5,77.5,-1
Grooming horse,SxzdZ6-bBwo,training,89.0,91.0,1
Grooming horse,SxzdZ6-bBwo,training,82.5,84.5,1
Grooming horse,SxzdZ6-bBwo,training,35.5,37.5,-1
Grooming horse,a1euZ0wqCPY,training,15.5,17.5,-1
Grooming horse,a1euZ0wqCPY,training,4.5,6.5,1
Grooming horse,a1euZ0wqCPY,training,46.5,48.5,-1
Grooming horse,a1euZ0wqCPY,training,27.5,29.5,-1
Grooming horse,Z64o3jiyoc4,training,108.0,110.0,-1
Grooming horse,Z64o3jiyoc4,training,66.5,68.5,-1
Grooming horse,Z64o3jiyoc4,training,24.0,26.0,-1
Grooming horse,Z64o3jiyoc4,training,90.5,92.5,-1
Grooming horse,dO0g9cnirNs,training,15.5,17.5,-1
Grooming horse,dO0g9cnirNs,training,32.0,34.0,-1
Grooming horse,dO0g9cnirNs,training,21.5,23.5,-1
Grooming horse,dO0g9cnirNs,training,25.5,27.5,-1
Grooming horse,exEZmgYGXjM,training,57.5,59.5,-1
Grooming horse,exEZmgYGXjM,training,126.0,128.0,-1
Grooming horse,exEZmgYGXjM,training,99.0,101.0,-1
Grooming horse,exEZmgYGXjM,training,42.0,44.0,-1
Grooming horse,_p0eoCHZ8BA,training,152.5,154.5,1
Grooming horse,_p0eoCHZ8BA,training,103.0,105.0,1
Grooming horse,_p0eoCHZ8BA,training,49.5,51.5,1
Grooming horse,_p0eoCHZ8BA,training,53.5,55.5,1
Grooming horse,n6MIVAr6hlk,training,71.0,73.0,1
Grooming horse,n6MIVAr6hlk,training,159.5,161.5,1
Grooming horse,n6MIVAr6hlk,training,34.0,36.0,-1
Grooming horse,n6MIVAr6hlk,training,117.5,119.5,1
Grooming horse,HKPhiRnwKqM,training,28.0,30.0,1
Grooming horse,HKPhiRnwKqM,training,52.5,54.5,-1
Grooming horse,HKPhiRnwKqM,training,13.5,15.5,1
Grooming horse,HKPhiRnwKqM,training,54.0,56.0,1
Grooming horse,9cPiN2IFcMA,training,137.5,139.5,-1
Grooming horse,9cPiN2IFcMA,training,114.5,116.5,-1
Grooming horse,9cPiN2IFcMA,training,82.0,84.0,-1
Grooming horse,9cPiN2IFcMA,training,160.0,162.0,-1
Grooming horse,DRgsBA2aFcs,training,28.0,30.0,-1
Grooming horse,DRgsBA2aFcs,training,104.0,106.0,-1
Grooming horse,DRgsBA2aFcs,training,76.5,78.5,-1
Grooming horse,DRgsBA2aFcs,training,58.0,60.0,-1
Grooming horse,kbSThK_tZUY,training,41.0,43.0,-1
Grooming horse,kbSThK_tZUY,training,33.5,35.5,-1
Grooming horse,kbSThK_tZUY,training,18.0,20.0,-1
Grooming horse,kbSThK_tZUY,training,3.5,5.5,-1
Grooming horse,6XxkTqxTJJI,training,49.0,51.0,1
Grooming horse,6XxkTqxTJJI,training,61.0,63.0,-1
Grooming horse,6XxkTqxTJJI,training,40.5,42.5,-1
Grooming horse,6XxkTqxTJJI,training,65.5,67.5,-1
Grooming horse,Shz6H4LQw-8,training,74.5,76.5,-1
Grooming horse,Shz6H4LQw-8,training,164.5,166.5,-1
Grooming horse,Shz6H4LQw-8,training,155.5,157.5,-1
Grooming horse,Shz6H4LQw-8,training,66.0,68.0,-1
Grooming horse,LmQya5Doy1g,training,49.0,51.0,1
Grooming horse,LmQya5Doy1g,training,41.0,43.0,1
Grooming horse,LmQya5Doy1g,training,21.0,23.0,-1
Grooming horse,LmQya5Doy1g,training,63.0,65.0,1
Grooming horse,Jy2IRcT7Ldc,training,16.0,18.0,1
Grooming horse,Jy2IRcT7Ldc,training,89.5,91.5,1
Grooming horse,Jy2IRcT7Ldc,training,107.0,109.0,1
Grooming horse,Jy2IRcT7Ldc,training,10.5,12.5,-1
Grooming horse,yY-_iRojxkU,training,91.0,93.0,-1
Grooming horse,yY-_iRojxkU,training,34.5,36.5,-1
Grooming horse,yY-_iRojxkU,training,77.5,79.5,-1
Grooming horse,yY-_iRojxkU,training,115.5,117.5,-1
Grooming horse,F5TRtniFFh4,training,90.5,92.5,-1
Grooming horse,F5TRtniFFh4,training,39.0,41.0,-1
Grooming horse,F5TRtniFFh4,training,57.0,59.0,-1
Grooming horse,F5TRtniFFh4,training,46.0,48.0,-1
Grooming horse,k2N4iwDXhFA,training,108.0,110.0,-1
Grooming horse,k2N4iwDXhFA,training,64.0,66.0,-1
Grooming horse,k2N4iwDXhFA,training,95.5,97.5,-1
Grooming horse,k2N4iwDXhFA,training,120.5,122.5,-1
Grooming horse,OB1YX6Mdn_o,training,31.5,33.5,-1
Grooming horse,OB1YX6Mdn_o,training,74.5,76.5,-1
Grooming horse,OB1YX6Mdn_o,training,46.5,48.5,-1
Grooming horse,OB1YX6Mdn_o,training,79.0,81.0,1
Grooming horse,FDLZI7B-Zzk,training,83.5,85.5,-1
Grooming horse,FDLZI7B-Zzk,training,173.0,175.0,1
Grooming horse,FDLZI7B-Zzk,training,136.0,138.0,1
Grooming horse,FDLZI7B-Zzk,training,38.0,40.0,1
Grooming horse,Mf0kUeOvhrY,training,50.0,52.0,-1
Grooming horse,Mf0kUeOvhrY,training,38.0,40.0,-1
Grooming horse,Mf0kUeOvhrY,training,83.0,85.0,-1
Grooming horse,Mf0kUeOvhrY,training,203.5,205.5,-1
Grooming horse,HoDpe57EnLM,training,8.5,10.5,-1
Grooming horse,HoDpe57EnLM,training,60.5,62.5,-1
Grooming horse,HoDpe57EnLM,training,41.0,43.0,1
Grooming horse,HoDpe57EnLM,training,35.0,37.0,-1
Grooming horse,0Upi9qK5JDk,training,94.0,96.0,-1
Grooming horse,0Upi9qK5JDk,training,128.0,130.0,-1
Grooming horse,0Upi9qK5JDk,training,165.5,167.5,-1
Grooming horse,0Upi9qK5JDk,training,72.5,74.5,-1
Grooming horse,-k71QDEvmsM,training,40.5,42.5,-1
Grooming horse,-k71QDEvmsM,training,57.5,59.5,-1
Grooming horse,-k71QDEvmsM,training,48.0,50.0,-1
Grooming horse,-k71QDEvmsM,training,5.5,7.5,-1
Grooming horse,Yjb-tvXO3-0,training,98.5,100.5,-1
Grooming horse,Yjb-tvXO3-0,training,90.0,92.0,-1
Grooming horse,Yjb-tvXO3-0,training,75.0,77.0,-1
Grooming horse,Yjb-tvXO3-0,training,119.5,121.5,-1
Grooming horse,4ECJtI4TZRU,training,111.5,113.5,-1
Grooming horse,4ECJtI4TZRU,training,17.5,19.5,-1
Grooming horse,4ECJtI4TZRU,training,175.5,177.5,-1
Grooming horse,4ECJtI4TZRU,training,24.0,26.0,-1
Grooming horse,RQhn72GQpdI,training,99.0,101.0,-1
Grooming horse,RQhn72GQpdI,training,63.5,65.5,-1
Grooming horse,RQhn72GQpdI,training,26.0,28.0,-1
Grooming horse,RQhn72GQpdI,training,62.0,64.0,-1
Grooming horse,Jl3LixESwzw,training,7.5,9.5,1
Grooming horse,Jl3LixESwzw,training,18.5,20.5,-1
Grooming horse,Jl3LixESwzw,training,22.5,24.5,1
Grooming horse,Jl3LixESwzw,training,3.0,5.0,-1
Grooming horse,mKU3ZDUqGFY,training,17.0,19.0,-1
Grooming horse,mKU3ZDUqGFY,training,62.5,64.5,-1
Grooming horse,mKU3ZDUqGFY,training,7.5,9.5,-1
Grooming horse,mKU3ZDUqGFY,training,1.5,3.5,-1
Grooming horse,RnwmJ02rzFI,training,113.5,115.5,1
Grooming horse,RnwmJ02rzFI,training,31.5,33.5,1
Grooming horse,RnwmJ02rzFI,training,157.0,159.0,-1
Grooming horse,RnwmJ02rzFI,training,134.0,136.0,1
Grooming horse,bTB9EzCq2UQ,training,37.0,39.0,-1
Grooming horse,bTB9EzCq2UQ,training,116.5,118.5,1
Grooming horse,bTB9EzCq2UQ,training,170.5,172.5,1
Grooming horse,bTB9EzCq2UQ,training,89.5,91.5,1
Grooming horse,mxQYjDqkSDU,training,69.0,71.0,1
Grooming horse,mxQYjDqkSDU,training,26.5,28.5,1
Grooming horse,mxQYjDqkSDU,training,45.5,47.5,1
Grooming horse,mxQYjDqkSDU,training,51.5,53.5,1
Grooming horse,ZfMykEHTIm0,training,79.5,81.5,-1
Grooming horse,ZfMykEHTIm0,training,172.5,174.5,-1
Grooming horse,ZfMykEHTIm0,training,194.0,196.0,-1
Grooming horse,ZfMykEHTIm0,training,147.0,149.0,-1
Grooming horse,CGv75i8RJSs,training,29.0,31.0,1
Grooming horse,CGv75i8RJSs,training,43.0,45.0,-1
Grooming horse,CGv75i8RJSs,training,35.5,37.5,-1
Grooming horse,CGv75i8RJSs,training,23.5,25.5,-1
Grooming horse,rsNAyitRx-E,training,96.0,98.0,1
Grooming horse,rsNAyitRx-E,training,111.5,113.5,1
Grooming horse,rsNAyitRx-E,training,33.5,35.5,1
Grooming horse,rsNAyitRx-E,training,28.5,30.5,1
Grooming horse,qTTaselHJP0,training,18.5,20.5,-1
Grooming horse,qTTaselHJP0,training,54.5,56.5,-1
Grooming horse,qTTaselHJP0,training,60.0,62.0,-1
Grooming horse,qTTaselHJP0,training,5.0,7.0,-1
Grooming horse,MXCHanNA800,training,18.5,20.5,-1
Grooming horse,MXCHanNA800,training,21.0,23.0,-1
Grooming horse,MXCHanNA800,training,17.5,19.5,-1
Grooming horse,MXCHanNA800,training,12.5,14.5,-1
Grooming horse,I7M6rBBNVfU,training,66.5,68.5,1
Grooming horse,I7M6rBBNVfU,training,2.0,4.0,-1
Grooming horse,I7M6rBBNVfU,training,90.5,92.5,-1
Grooming horse,I7M6rBBNVfU,training,9.0,11.0,-1
Grooming horse,_VqSLjn0Myc,training,64.5,66.5,-1
Grooming horse,_VqSLjn0Myc,training,221.5,223.5,-1
Grooming horse,_VqSLjn0Myc,training,68.5,70.5,-1
Grooming horse,_VqSLjn0Myc,training,216.0,218.0,1
Grooming horse,LubPZwRWwOY,training,186.0,188.0,-1
Grooming horse,LubPZwRWwOY,training,21.0,23.0,-1
Grooming horse,LubPZwRWwOY,training,59.0,61.0,-1
Grooming horse,LubPZwRWwOY,training,169.0,171.0,-1
Grooming horse,umNvyy4gvi0,training,122.5,124.5,-1
Grooming horse,umNvyy4gvi0,training,115.5,117.5,-1
Grooming horse,umNvyy4gvi0,training,51.0,53.0,-1
Grooming horse,umNvyy4gvi0,training,139.0,141.0,-1
Grooming horse,irK4xmcurIc,training,129.5,131.5,-1
Grooming horse,irK4xmcurIc,training,51.5,53.5,-1
Grooming horse,irK4xmcurIc,training,172.0,174.0,-1
Grooming horse,irK4xmcurIc,training,4.5,6.5,-1
Grooming horse,CM_Rb56c6AU,training,57.5,59.5,-1
Grooming horse,CM_Rb56c6AU,training,49.0,51.0,-1
Grooming horse,CM_Rb56c6AU,training,76.0,78.0,-1
Grooming horse,CM_Rb56c6AU,training,54.0,56.0,-1
Grooming horse,8ILa5gjv6uQ,training,13.5,15.5,-1
Grooming horse,8ILa5gjv6uQ,training,2.5,4.5,-1
Grooming horse,8ILa5gjv6uQ,training,41.5,43.5,-1
Grooming horse,8ILa5gjv6uQ,training,7.5,9.5,-1
Grooming horse,8BF0S-QlKaY,training,33.5,35.5,-1
Grooming horse,8BF0S-QlKaY,training,22.0,24.0,-1
Grooming horse,8BF0S-QlKaY,training,79.5,81.5,-1
Grooming horse,8BF0S-QlKaY,training,67.0,69.0,-1
Grooming horse,adXQl0C3GXE,training,56.5,58.5,-1
Grooming horse,adXQl0C3GXE,training,121.0,123.0,-1
Grooming horse,adXQl0C3GXE,training,66.5,68.5,-1
Grooming horse,adXQl0C3GXE,training,36.0,38.0,-1
Grooming horse,V8yExPIFCEQ,training,199.0,201.0,-1
Grooming horse,V8yExPIFCEQ,training,131.5,133.5,-1
Grooming horse,V8yExPIFCEQ,training,190.5,192.5,-1
Grooming horse,V8yExPIFCEQ,training,126.5,128.5,-1
Grooming horse,TmBGot95cnw,training,22.5,24.5,-1
Grooming horse,TmBGot95cnw,training,96.0,98.0,1
Grooming horse,TmBGot95cnw,training,90.5,92.5,1
Grooming horse,TmBGot95cnw,training,107.0,109.0,1
Grooming horse,rVGgvRfmI9s,training,10.5,12.5,-1
Grooming horse,rVGgvRfmI9s,training,91.5,93.5,1
Grooming horse,rVGgvRfmI9s,training,154.0,156.0,-1
Grooming horse,rVGgvRfmI9s,training,60.5,62.5,-1
Grooming horse,JD77egf1KrY,training,64.5,66.5,-1
Grooming horse,JD77egf1KrY,training,15.0,17.0,-1
Grooming horse,ScbnQ2X2_tc,training,124.5,126.5,-1
Grooming horse,ScbnQ2X2_tc,training,68.0,70.0,-1
Grooming horse,ScbnQ2X2_tc,training,107.5,109.5,-1
Grooming horse,ScbnQ2X2_tc,training,77.5,79.5,-1
Grooming horse,RjQO719P62I,training,57.5,59.5,-1
Grooming horse,RjQO719P62I,training,16.0,18.0,-1
Grooming horse,RjQO719P62I,training,27.0,29.0,-1
Grooming horse,RjQO719P62I,training,42.5,44.5,-1
Grooming horse,BVCCOwYfS2o,training,19.0,21.0,-1
Grooming horse,BVCCOwYfS2o,training,43.0,45.0,-1
Grooming horse,BVCCOwYfS2o,training,75.5,77.5,-1
Grooming horse,BVCCOwYfS2o,training,183.0,185.0,-1
Grooming horse,o7xEBUze6EY,training,14.5,16.5,-1
Grooming horse,o7xEBUze6EY,training,2.0,4.0,1
Grooming horse,o7xEBUze6EY,training,23.0,25.0,-1
Grooming horse,o7xEBUze6EY,training,30.5,32.5,-1
Grooming horse,R2GddxgrW0I,training,29.5,31.5,1
Grooming horse,R2GddxgrW0I,training,35.5,37.5,1
Grooming horse,R2GddxgrW0I,training,25.5,27.5,1
Grooming horse,R2GddxgrW0I,training,32.0,34.0,1
Grooming horse,bi1Y5OSf2mY,training,119.5,121.5,-1
Grooming horse,bi1Y5OSf2mY,training,88.5,90.5,1
Grooming horse,bi1Y5OSf2mY,training,116.5,118.5,-1
Grooming horse,bi1Y5OSf2mY,training,45.0,47.0,1
Grooming horse,T2AM_DSwWJk,training,55.5,57.5,1
Grooming horse,T2AM_DSwWJk,training,16.0,18.0,1
Grooming horse,T2AM_DSwWJk,training,63.0,65.0,1
Grooming horse,T2AM_DSwWJk,training,78.5,80.5,-1
Grooming horse,UP9BvBc-miQ,training,230.0,232.0,1
Grooming horse,UP9BvBc-miQ,training,223.5,225.5,1
Grooming horse,UP9BvBc-miQ,training,218.5,220.5,1
Grooming horse,UP9BvBc-miQ,training,213.5,215.5,1
Grooming horse,-CL5vKW32oQ,training,3.0,5.0,-1
Grooming horse,-CL5vKW32oQ,training,13.0,15.0,1
Grooming horse,-CL5vKW32oQ,training,16.0,18.0,1
Grooming horse,-CL5vKW32oQ,training,21.0,23.0,-1
Grooming horse,xWutErchOrU,training,150.0,152.0,-1
Grooming horse,xWutErchOrU,training,9.0,11.0,-1
Grooming horse,xWutErchOrU,training,23.0,25.0,-1
Grooming horse,xWutErchOrU,training,156.5,158.5,-1
Grooming horse,q26uu82A3AE,training,93.0,95.0,1
Grooming horse,q26uu82A3AE,training,60.5,62.5,1
Grooming horse,q26uu82A3AE,training,73.0,75.0,1
Grooming horse,q26uu82A3AE,training,52.5,54.5,-1
Grooming horse,TCu4icmK_2Q,training,155.5,157.5,-1
Grooming horse,TCu4icmK_2Q,training,115.5,117.5,-1
Grooming horse,TCu4icmK_2Q,training,30.0,32.0,-1
Grooming horse,TCu4icmK_2Q,training,90.5,92.5,-1
Grooming horse,HzZqrr_QhHc,training,34.5,36.5,-1
Grooming horse,HzZqrr_QhHc,training,15.0,17.0,-1
Grooming horse,HzZqrr_QhHc,training,28.5,30.5,-1
Grooming horse,HzZqrr_QhHc,training,42.5,44.5,-1
Grooming horse,vxE49ewr-Yc,training,101.5,103.5,-1
Grooming horse,vxE49ewr-Yc,training,19.5,21.5,-1
Grooming horse,vxE49ewr-Yc,training,107.0,109.0,-1
Grooming horse,vxE49ewr-Yc,training,104.5,106.5,-1
Grooming horse,3dr5fIPMT4E,training,452.5,454.5,-1
Grooming horse,3dr5fIPMT4E,training,531.5,533.5,1
Grooming horse,3dr5fIPMT4E,training,482.5,484.5,1
Grooming horse,3dr5fIPMT4E,training,563.5,565.5,-1
Grooming horse,bcN8ZV78rYc,training,14.0,16.0,-1
Grooming horse,bcN8ZV78rYc,training,42.0,44.0,-1
Grooming horse,bcN8ZV78rYc,training,37.0,39.0,-1
Grooming horse,bcN8ZV78rYc,training,26.5,28.5,-1
Grooming horse,LOA33kubDlI,training,83.0,85.0,-1
Grooming horse,LOA33kubDlI,training,201.0,203.0,-1
Grooming horse,LOA33kubDlI,training,174.5,176.5,-1
Grooming horse,LOA33kubDlI,training,6.5,8.5,-1
Grooming horse,XYit0x9HY1o,training,187.0,189.0,-1
Grooming horse,XYit0x9HY1o,training,173.0,175.0,-1
Grooming horse,XYit0x9HY1o,training,190.5,192.5,-1
Grooming horse,XYit0x9HY1o,training,220.5,222.5,-1
Grooming horse,LTMFadVYvco,training,217.5,219.5,-1
Grooming horse,LTMFadVYvco,training,146.0,148.0,-1
Grooming horse,LTMFadVYvco,training,99.0,101.0,-1
Grooming horse,LTMFadVYvco,training,102.5,104.5,-1
Grooming horse,D1aHb631yQM,training,28.0,30.0,-1
Grooming horse,D1aHb631yQM,training,27.0,29.0,-1
Grooming horse,D1aHb631yQM,training,53.5,55.5,-1
Grooming horse,D1aHb631yQM,training,13.0,15.0,-1
Grooming horse,rlrajOiRypU,training,58.5,60.5,-1
Grooming horse,rlrajOiRypU,training,6.5,8.5,-1
Grooming horse,rlrajOiRypU,training,30.5,32.5,-1
Grooming horse,rlrajOiRypU,training,50.5,52.5,-1
Grooming horse,6enDzFfNY0g,training,15.0,17.0,-1
Grooming horse,6enDzFfNY0g,training,2.5,4.5,1
Grooming horse,6enDzFfNY0g,training,35.5,37.5,1
Grooming horse,6enDzFfNY0g,training,49.0,51.0,1
Grooming horse,oyU2DqsK0yY,training,40.0,42.0,1
Grooming horse,oyU2DqsK0yY,training,84.5,86.5,1
Grooming horse,oyU2DqsK0yY,training,75.5,77.5,1
Grooming horse,oyU2DqsK0yY,training,70.0,72.0,1
Grooming horse,FdlULyluvho,training,50.0,52.0,-1
Grooming horse,FdlULyluvho,training,68.5,70.5,-1
Grooming horse,FdlULyluvho,training,45.5,47.5,-1
Grooming horse,FdlULyluvho,training,80.0,82.0,-1
Grooming horse,sCzauf2u4dc,training,103.0,105.0,-1
Grooming horse,sCzauf2u4dc,training,79.0,81.0,-1
Grooming horse,sCzauf2u4dc,training,67.0,69.0,-1
Grooming horse,sCzauf2u4dc,training,75.0,77.0,-1
Grooming horse,VxFVJCIbCYM,training,91.5,93.5,1
Grooming horse,VxFVJCIbCYM,training,51.5,53.5,1
Grooming horse,VxFVJCIbCYM,training,122.5,124.5,1
Grooming horse,VxFVJCIbCYM,training,8.5,10.5,1
Grooming horse,S3Hr-qJYFdw,training,42.0,44.0,1
Grooming horse,S3Hr-qJYFdw,training,20.0,22.0,1
Grooming horse,S3Hr-qJYFdw,training,36.5,38.5,1
Grooming horse,S3Hr-qJYFdw,training,59.5,61.5,1
Grooming horse,bYvAwYKh05U,training,29.0,31.0,-1
Grooming horse,bYvAwYKh05U,training,142.0,144.0,-1
Grooming horse,bYvAwYKh05U,training,45.5,47.5,-1
Grooming horse,bYvAwYKh05U,training,74.0,76.0,-1
Grooming horse,hHEPO2EB4zc,training,1.5,3.5,-1
Grooming horse,hHEPO2EB4zc,training,62.5,64.5,-1
Grooming horse,hHEPO2EB4zc,training,59.0,61.0,-1
Grooming horse,hHEPO2EB4zc,training,9.0,11.0,1
Grooming horse,p1FwJeAqFso,training,37.5,39.5,1
Grooming horse,p1FwJeAqFso,training,50.0,52.0,1
Grooming horse,p1FwJeAqFso,training,9.0,11.0,1
Grooming horse,p1FwJeAqFso,training,29.5,31.5,1
Grooming horse,GsneNxT92P0,training,58.0,60.0,-1
Grooming horse,GsneNxT92P0,training,35.0,37.0,-1
Grooming horse,GsneNxT92P0,training,48.0,50.0,1
Grooming horse,GsneNxT92P0,training,40.0,42.0,-1
Grooming horse,5W1lCrGSU68,training,174.5,176.5,-1
Grooming horse,5W1lCrGSU68,training,141.5,143.5,1
Grooming horse,5W1lCrGSU68,training,138.5,140.5,1
Grooming horse,5W1lCrGSU68,training,41.0,43.0,1
Grooming horse,21FiM1nA0DI,training,43.5,45.5,-1
Grooming horse,21FiM1nA0DI,training,19.5,21.5,-1
Grooming horse,21FiM1nA0DI,training,145.0,147.0,1
Grooming horse,21FiM1nA0DI,training,27.5,29.5,-1
Grooming horse,S8FXGSam0tQ,training,12.0,14.0,-1
Grooming horse,S8FXGSam0tQ,training,42.0,44.0,-1
Grooming horse,S8FXGSam0tQ,training,58.0,60.0,-1
Grooming horse,S8FXGSam0tQ,training,74.0,76.0,-1
Grooming horse,_W7SxWSle4M,training,108.0,110.0,-1
Grooming horse,_W7SxWSle4M,training,4.0,6.0,-1
Grooming horse,_W7SxWSle4M,training,1.0,3.0,-1
Grooming horse,_W7SxWSle4M,training,18.0,20.0,-1
Grooming horse,dnu5JU1NuvY,training,88.0,90.0,-1
Grooming horse,dnu5JU1NuvY,training,86.0,88.0,-1
Grooming horse,dnu5JU1NuvY,training,73.5,75.5,-1
Grooming horse,dnu5JU1NuvY,training,187.0,189.0,-1
Grooming horse,zq2aWYcn00I,training,67.0,69.0,1
Grooming horse,zq2aWYcn00I,training,48.0,50.0,1
Grooming horse,zq2aWYcn00I,training,107.5,109.5,1
Grooming horse,zq2aWYcn00I,training,135.5,137.5,-1
Grooming horse,oPQtXzhUvYQ,training,46.5,48.5,-1
Grooming horse,oPQtXzhUvYQ,training,68.0,70.0,-1
Grooming horse,oPQtXzhUvYQ,training,63.5,65.5,-1
